energy,n,m,edges,weights,graph_type
8.626470289493156,12,15,"[(0, 1), (0, 2), (0, 6), (1, 3), (1, 9), (1, 10), (2, 4), (2, 6), (3, 11), (4, 7), (4, 8), (4, 10), (4, 11), (5, 10), (7, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.638172653325226,12,23,"[(0, 6), (0, 9), (1, 2), (1, 4), (1, 7), (1, 8), (1, 11), (2, 5), (2, 6), (2, 7), (2, 10), (3, 6), (3, 9), (3, 11), (4, 11), (5, 7), (5, 10), (5, 11), (6, 8), (6, 10), (6, 11), (7, 10), (8, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.30559089080855,12,27,"[(0, 1), (0, 8), (0, 9), (0, 10), (1, 2), (1, 4), (1, 6), (1, 7), (1, 9), (2, 10), (3, 5), (3, 8), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (4, 10), (5, 6), (5, 8), (5, 9), (6, 9), (7, 8), (7, 9), (7, 10), (8, 9), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.233980591626374,12,31,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 7), (1, 11), (2, 3), (2, 5), (2, 6), (2, 10), (3, 5), (3, 9), (3, 10), (4, 5), (4, 6), (4, 9), (4, 11), (5, 11), (6, 7), (6, 11), (7, 8), (7, 9), (8, 9), (8, 11), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
14.496694561069933,12,30,"[(0, 3), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 5), (1, 6), (1, 8), (1, 9), (2, 4), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 5), (3, 8), (3, 9), (4, 6), (4, 10), (5, 6), (5, 8), (5, 11), (6, 8), (6, 11), (7, 8), (7, 11), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
17.82418034012937,12,41,"[(0, 1), (0, 2), (0, 3), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 5), (1, 7), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (2, 10), (3, 4), (3, 5), (3, 6), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (5, 8), (5, 9), (5, 11), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (8, 9), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
16.411113101015026,12,39,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 7), (0, 9), (0, 10), (1, 3), (1, 4), (1, 7), (1, 9), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (5, 6), (5, 9), (5, 11), (7, 8), (7, 9), (7, 10), (7, 11), (8, 10), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
17.759049911264388,12,42,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 10), (0, 11), (1, 3), (1, 5), (1, 7), (1, 8), (2, 4), (2, 5), (2, 6), (2, 7), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 6), (3, 8), (3, 9), (3, 11), (4, 5), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 10), (6, 7), (6, 11), (7, 8), (7, 9), (7, 10), (8, 10), (8, 11), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
17.441189554160427,12,41,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 8), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 10), (4, 5), (4, 6), (4, 9), (4, 11), (5, 6), (5, 7), (5, 9), (6, 7), (6, 8), (6, 11), (7, 9), (8, 11), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.387390917445213,12,12,"[(0, 7), (0, 8), (1, 3), (1, 8), (2, 4), (2, 11), (3, 4), (5, 6), (5, 10), (6, 7), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.347921063932457,12,48,"[(0, 1), (0, 2), (0, 4), (0, 6), (0, 9), (0, 11), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (2, 8), (2, 9), (3, 4), (3, 6), (3, 7), (3, 8), (3, 9), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (4, 10), (4, 11), (5, 6), (5, 7), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 9), (7, 10), (7, 11), (8, 9), (8, 10), (8, 11), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.474592817437602,12,24,"[(0, 1), (0, 4), (0, 5), (0, 9), (1, 8), (1, 9), (1, 11), (2, 5), (2, 6), (2, 8), (2, 11), (3, 5), (3, 7), (3, 9), (3, 10), (4, 6), (4, 10), (4, 11), (5, 7), (6, 7), (6, 8), (7, 11), (8, 10), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.617007221639144,12,18,"[(0, 1), (0, 5), (0, 11), (1, 9), (1, 11), (2, 3), (2, 5), (2, 10), (3, 4), (3, 9), (4, 7), (4, 10), (5, 6), (6, 7), (6, 8), (7, 11), (8, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
14.260614456525387,12,30,"[(0, 3), (0, 5), (0, 7), (0, 9), (0, 11), (1, 2), (1, 4), (1, 6), (1, 7), (1, 8), (2, 3), (2, 6), (2, 8), (2, 10), (3, 5), (3, 10), (3, 11), (4, 6), (4, 8), (4, 9), (4, 11), (5, 7), (5, 8), (5, 9), (6, 9), (6, 11), (7, 9), (7, 10), (8, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
16.276425582831344,12,36,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (0, 9), (1, 4), (1, 5), (1, 7), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (2, 8), (2, 9), (2, 11), (3, 5), (3, 6), (3, 7), (3, 10), (3, 11), (4, 5), (4, 6), (4, 8), (4, 10), (5, 8), (6, 8), (6, 9), (6, 10), (7, 10), (7, 11), (8, 9), (8, 11), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
18.018389633153834,12,42,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 7), (0, 9), (1, 2), (1, 4), (1, 6), (1, 8), (1, 9), (1, 11), (2, 4), (2, 7), (2, 8), (2, 10), (2, 11), (3, 4), (3, 5), (3, 7), (3, 8), (3, 9), (3, 10), (4, 5), (4, 7), (4, 10), (5, 6), (5, 7), (5, 8), (5, 9), (5, 11), (6, 8), (6, 9), (6, 10), (6, 11), (7, 8), (7, 11), (8, 10), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
6.906568026030987,12,11,"[(0, 1), (0, 4), (0, 9), (1, 2), (1, 3), (2, 6), (2, 7), (2, 10), (3, 5), (3, 8), (3, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.394599118313142,12,48,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 8), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (2, 3), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 11), (3, 5), (3, 7), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (4, 10), (4, 11), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (6, 10), (7, 9), (7, 10), (7, 11), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.633646906916475,12,20,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 4), (1, 8), (1, 9), (2, 3), (2, 11), (4, 5), (4, 6), (4, 7), (4, 9), (4, 10), (5, 8), (6, 7), (6, 10), (8, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.955348633775722,12,32,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (1, 5), (1, 6), (1, 9), (2, 5), (2, 7), (2, 8), (2, 10), (2, 11), (4, 5), (4, 6), (4, 7), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (7, 8), (7, 9), (7, 10), (7, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.722136235682283,12,27,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 10), (0, 11), (1, 4), (1, 5), (1, 6), (1, 7), (1, 9), (2, 5), (3, 4), (3, 8), (4, 6), (4, 7), (4, 8), (4, 10), (4, 11), (6, 7), (6, 8), (6, 9), (6, 11), (7, 9), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.306015342457261,12,35,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 6), (1, 7), (1, 9), (2, 6), (2, 8), (2, 10), (3, 7), (3, 11), (4, 6), (4, 7), (4, 9), (4, 10), (5, 6), (5, 8), (6, 7), (6, 8), (6, 9), (6, 11), (7, 8), (7, 9), (8, 10), (8, 11), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.38042213948684,12,12,"[(0, 1), (0, 11), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (6, 9), (7, 10), (8, 9), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.982798451935731,12,12,"[(0, 1), (0, 11), (1, 3), (2, 3), (2, 9), (3, 4), (3, 5), (4, 5), (6, 7), (7, 8), (8, 9), (8, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
7.884155101048459,12,12,"[(0, 1), (1, 2), (1, 4), (2, 6), (3, 4), (4, 5), (4, 9), (4, 11), (6, 7), (7, 8), (8, 9), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
8.26896510164413,12,12,"[(0, 1), (1, 2), (1, 11), (2, 9), (3, 4), (3, 6), (5, 6), (6, 7), (6, 9), (7, 8), (8, 9), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.967886334338562,12,24,"[(0, 1), (0, 2), (0, 10), (0, 11), (1, 2), (1, 3), (1, 11), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (4, 10), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (7, 9), (8, 9), (8, 10), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.78798880777467,12,24,"[(0, 1), (0, 2), (0, 11), (1, 2), (1, 3), (1, 9), (1, 11), (2, 4), (2, 8), (2, 11), (3, 4), (3, 5), (4, 5), (4, 8), (5, 6), (5, 7), (5, 10), (6, 7), (6, 8), (7, 8), (7, 9), (8, 9), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
11.994068931407275,12,24,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 3), (1, 11), (2, 3), (2, 6), (2, 7), (2, 10), (3, 4), (3, 5), (3, 10), (4, 5), (4, 10), (5, 6), (5, 7), (6, 7), (6, 8), (7, 9), (8, 9), (8, 10), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
12.279660212033399,12,24,"[(0, 1), (0, 2), (0, 4), (0, 6), (0, 10), (1, 2), (1, 4), (1, 6), (1, 9), (1, 11), (2, 5), (3, 7), (3, 9), (4, 5), (4, 7), (4, 8), (4, 10), (4, 11), (5, 10), (6, 7), (6, 8), (7, 8), (8, 9), (9, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
16.33763494331756,12,36,"[(0, 1), (0, 2), (0, 3), (0, 6), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 11), (2, 3), (2, 5), (2, 9), (2, 11), (3, 4), (3, 5), (3, 6), (3, 10), (4, 6), (4, 7), (4, 9), (4, 11), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (7, 8), (7, 9), (7, 10), (8, 9), (8, 10), (8, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
16.477594329573407,12,36,"[(0, 1), (0, 2), (0, 6), (0, 10), (0, 11), (1, 3), (1, 5), (1, 6), (1, 9), (1, 11), (2, 3), (2, 5), (2, 6), (2, 8), (3, 8), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (5, 8), (5, 10), (5, 11), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (7, 11), (8, 9), (8, 11), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.371445371275,12,48,"[(0, 2), (0, 3), (0, 4), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (2, 8), (2, 10), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (6, 10), (7, 9), (7, 10), (7, 11), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.474745411430519,12,36,"[(0, 1), (0, 2), (0, 3), (0, 7), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 10), (1, 11), (2, 3), (2, 4), (2, 10), (2, 11), (3, 4), (3, 6), (3, 9), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (6, 9), (7, 8), (7, 11), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.691800066647756,12,36,"[(0, 1), (0, 3), (0, 4), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 7), (2, 3), (2, 7), (2, 9), (2, 10), (3, 4), (3, 8), (3, 11), (4, 5), (4, 6), (4, 9), (4, 10), (4, 11), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 11), (8, 10), (8, 11), (9, 10), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.166036309338836,12,48,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (1, 3), (1, 5), (1, 6), (1, 7), (1, 9), (1, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 11), (3, 4), (3, 6), (3, 7), (3, 8), (3, 10), (3, 11), (4, 5), (4, 7), (4, 8), (4, 10), (4, 11), (5, 7), (5, 8), (5, 10), (6, 7), (6, 8), (6, 10), (6, 11), (7, 8), (7, 10), (7, 11), (8, 9), (8, 10), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
18.945448171435622,12,48,"[(0, 1), (0, 2), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 6), (1, 7), (1, 8), (1, 9), (1, 11), (2, 3), (2, 4), (2, 5), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 6), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (4, 10), (4, 11), (5, 6), (5, 7), (5, 8), (5, 11), (6, 7), (6, 9), (7, 8), (7, 9), (7, 10), (7, 11), (8, 9), (8, 11), (9, 10), (9, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
18.483545009983757,12,48,"[(0, 1), (0, 2), (0, 5), (0, 6), (0, 7), (0, 9), (0, 10), (0, 11), (1, 3), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 7), (2, 9), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (4, 5), (4, 7), (4, 8), (4, 10), (4, 11), (5, 6), (5, 7), (5, 10), (6, 7), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (7, 10), (7, 11), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
